ID,Name,Variant,Minutes,Hs,Gr,Kind,cm3,Cost,Profit,Price,3mf Path,Filament,LastSliced,PrinterSU,FilamentSU,PrintSU,Last Modify
imp0001,Lapicero_ADN,,305,5:05:00,45.76,PLA,36.9,,,,gcode\Lapicero_ADN.gcode,,,,,,2021-04-20
imp0002,Stand_Celular_Curly,,108,1:48:00,46.19,PLA,37.25,,,,gcode\Stand_Celular_Curly.gcode,,,,,,2021-04-20
imp0003,Stand_Celular_Larry,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
imp0004,Test,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
,Test,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
,Test,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
,Test,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
,Test,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
,Test,,121,2:01:00,53.31,PLA,42.99,,,,gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
