ID,Name,Variant,Minutes,Hs,Gr,Kind,cm3,Cost,Profit,Price,3mf Path,Filament,LastSliced,PrinterSU,FilamentSU,PrintSU,Last Modify
,Stand_Celular_Larry,,121,2:01:00,53.31,PLA,42.99,,,,C:\Users\tixen\Desktop\Python\ProductionManager\gcode\Stand_Celular_Larry.gcode,,,,,,2021-04-20
