ID,Name,Variant,Minutes,Hs,Gr,Kind,cm3,Cost,Profit,Price,3mf Path,Filament,LastSliced,PrinterSU,FilamentSU,PrintSU,Last Modify
,Stand_Celular_Moe,,129,2:09:00,54.93,PLA,44.3,,,,C:\Users\tixen\Desktop\Python\ProductionManager\gcode\Stand_Celular_Moe.gcode,,,,,,2021-04-20
