ID,Name,Variant,Minutes,Hs,Gr,Kind,cm3,Cost,Profit,Price,3mf Path,Filament,LastSliced,PrinterSU,FilamentSU,PrintSU,Last Modify
,Lapicero_ADN,,305,5:05:00,45.76,PLA,36.9,,,,C:\Users\tixen\Desktop\Python\ProductionManager\gcode\Lapicero_ADN.gcode,,,,,,2021-04-20
