ID,Name,Variant,Minutes,Hs,Gr,Kind,cm3,Cost,Profit,Price,3mf Path,Filament,LastSliced,PrinterSU,FilamentSU,PrintSU,Last Modify
,Stand_Celular_Curly,,108,1:48:00,46.19,PLA,37.25,,,,C:\Users\tixen\Desktop\Python\ProductionManager\gcode\Stand_Celular_Curly.gcode,,,,,,2021-04-20
